0,0.1,0.1,0,0,0.1,0.1,0.1,0.1,0.5,0.5
1,0.1,0.1,0.00115229,0.00111131,0.0988477,0.0988887,-0.00115229,-0.00111131,0.504239,0.504443
2,0.1,0.1,0.0176335,0.0175993,0.0823665,0.0824007,-0.0164812,-0.016488,0.421721,0.421892
3,0.1,0.1,0.00152421,0.00127267,0.0984758,0.0987273,0.0161093,0.0163266,0.500619,0.501877
4,0.1,0.1,0.0178224,0.0176126,0.0821776,0.0823874,-0.0162982,-0.0163399,0.420761,0.42181
5,0.1,0.1,0.00346126,0.00323192,0.0965387,0.0967681,0.0143611,0.0143807,0.490932,0.492079
6,0.1,0.1,0.0194901,0.0192989,0.0805099,0.0807011,-0.0160289,-0.016067,0.412226,0.413182
7,0.1,0.1,0.00361144,0.00329066,0.0963886,0.0967093,0.0158787,0.0160082,0.490013,0.491617
8,0.1,0.1,0.0195639,0.0192963,0.0804361,0.0807037,-0.0159524,-0.0160057,0.411852,0.413189
9,0.1,0.1,0.00529983,0.00504322,0.0947002,0.0949568,0.014264,0.0142531,0.481571,0.482854
10,0.1,0.1,0.0210083,0.0207942,0.0789917,0.0792058,-0.0157084,-0.015751,0.404454,0.405524
11,0.1,0.1,0.0057353,0.0056382,0.0942647,0.0943618,0.015273,0.015156,0.479244,0.47973
12,0.1,0.1,0.0210562,0.00713566,0.0789438,0.0928643,-0.0153209,-0.00149746,0.404155,0.473758
13,0.1,0.1,0.00725649,0.0069022,0.0927435,0.0930978,0.0137997,0.000233458,0.473004,0.474775
14,0.1,0.1,0.00764695,0.00781999,0.092353,0.09218,-0.000390462,-0.000917793,0.471075,0.47021
15,0.1,0.1,0.00807191,0.00850788,0.0919281,0.0914921,-0.00042496,-0.000687886,0.468858,0.466679
16,0.1,0.1,0.0085096,0.0091729,0.0914904,0.0908271,-0.000437686,-0.000665019,0.466601,0.463285
17,0.1,0.1,0.00895623,0.00981214,0.0910438,0.0901879,-0.000446633,-0.000639242,0.464302,0.460022
18,0.1,0.1,0.00941934,0.0104306,0.0905807,0.0895694,-0.000463107,-0.000618465,0.461922,0.456866
19,0.1,0.1,0.0244745,0.0253179,0.0755255,0.0746821,-0.0150552,-0.0148873,0.386584,0.382367
20,0.1,0.1,0.00968,0.00962909,0.09032,0.0903709,0.0147945,0.0156888,0.459068,0.459323
21,0.1,0.1,0.0245813,0.0245388,0.0754187,0.0754612,-0.0149013,-0.0149097,0.38613,0.386343
22,0.1,0.1,0.0119862,0.012203,0.0880138,0.087797,0.0125952,0.0123358,0.447615,0.446531
23,0.1,0.1,0.0121643,0.0128149,0.0878357,0.0871851,-0.000178177,-0.000611917,0.447958,0.444705
24,0.1,0.1,0.0126135,0.013402,0.0873865,0.086598,-0.000449191,-0.00058703,0.445651,0.441709
25,0.1,0.1,0.0271229,0.0277805,0.0728771,0.0722195,-0.0145094,-0.0143785,0.373045,0.369758
26,0.1,0.1,0.0128096,0.0131051,0.0871904,0.0868949,0.0143133,0.0146753,0.443174,0.441696
27,0.1,0.1,0.0271752,0.0274216,0.0728248,0.0725784,-0.0143655,-0.0143165,0.372814,0.371581
28,0.1,0.1,0.0149435,0.0153783,0.0850565,0.0846217,0.0122317,0.0120434,0.43254,0.430367
29,0.1,0.1,0.0284269,0.0166423,0.0715731,0.0833577,-0.0134834,-0.00126405,0.366328,0.425251
30,0.1,0.1,0.0167139,0.0284073,0.0832861,0.0715927,0.011713,-0.011765,0.424766,0.366299
31,0.1,0.1,0.0278543,0.0164062,0.0721457,0.0835938,-0.0111404,0.0120011,0.367888,0.425128
32,0.1,0.1,0.0157627,0.0280956,0.0842373,0.0719044,0.0120916,-0.0116894,0.429546,0.367882
33,0.1,0.1,0.0180045,0.0175232,0.0819955,0.0824768,-0.00224183,0.0105724,0.417168,0.419575
34,0.1,0.1,0.018708,0.030629,0.081292,0.069371,-0.000703442,-0.0131058,0.414708,0.355103
35,0.1,0.1,0.0173943,0.0180142,0.0826057,0.0819858,0.00131368,0.0126149,0.419966,0.416866
36,0.1,0.1,0.0189933,0.0309429,0.0810067,0.0690571,-0.00159899,-0.0129287,0.413232,0.353484
37,0.1,0.1,0.0186501,0.0194361,0.0813499,0.0805639,0.000343142,0.0115068,0.413655,0.409725
38,0.1,0.1,0.0202468,0.0321533,0.0797532,0.0678467,-0.00159661,-0.0127172,0.406823,0.34729
39,0.1,0.1,0.0190757,0.0199704,0.0809243,0.0800296,0.00117101,0.0121829,0.411406,0.406932
40,0.1,0.1,0.0206832,0.0325699,0.0793168,0.0674301,-0.00160745,-0.0125994,0.404587,0.345153
41,0.1,0.1,0.0202752,0.0212596,0.0797248,0.0787404,0.00040795,0.0113103,0.405367,0.400445
42,0.1,0.1,0.0218798,0.033666,0.0781202,0.066334,-0.00160459,-0.0124064,0.398475,0.339544
43,0.1,0.1,0.0208207,0.0218385,0.0791793,0.0781615,0.00105912,0.0118275,0.40253,0.397441
44,0.1,0.1,0.0224326,0.0341253,0.0775674,0.0658747,-0.00161184,-0.0122868,0.395653,0.33719
45,0.1,0.1,0.0219711,0.0230009,0.0780289,0.0769991,0.000461456,0.0111244,0.396732,0.391583
46,0.1,0.1,0.0235792,0.0351105,0.0764208,0.0648895,-0.00160808,-0.0121095,0.389804,0.332148
47,0.1,0.1,0.0226049,0.0235975,0.0773951,0.0764025,0.000974264,0.011513,0.393464,0.388502
48,0.1,0.1,0.0353354,0.0361633,0.0646646,0.0638367,-0.0127305,-0.0125658,0.330963,0.326824
49,0.1,0.1,0.0232099,0.024077,0.0767901,0.075923,0.0121255,0.0120864,0.390334,0.385999
50,0.1,0.1,0.0307116,0.0364526,0.0692884,0.0635474,-0.00750162,-0.0123757,0.354035,0.325329
51,0.1,0.1,0.0246596,0.0250731,0.0753404,0.0749269,0.00605194,0.0113795,0.383057,0.380989
52,0.1,0.1,0.0370418,0.0373867,0.0629582,0.0626133,-0.0123821,-0.0123136,0.322284,0.320559
53,0.1,0.1,0.0250667,0.0255755,0.0749333,0.0744245,0.011975,0.0118112,0.380928,0.378384
54,0.1,0.1,0.0320429,0.0376922,0.0679571,0.0623078,-0.00697621,-0.0121167,0.347228,0.318982
55,0.1,0.1,0.0264007,0.0265227,0.0735993,0.0734773,0.00564227,0.0111695,0.374227,0.373617
56,0.1,0.1,0.0384853,0.0385871,0.0615147,0.0614129,-0.0120846,-0.0120644,0.314921,0.314412
57,0.1,0.1,0.0267987,0.0270638,0.0732013,0.0729362,0.0116866,0.0115233,0.372148,0.370822
